Bin	Name	Source Path	Color	GFX-Video Level	Field Ordering	LensModelName	InitializedDate	ProavIdRef	serialNo	modelName	manufacturer	CreationDate	Video Bitrate	Shutter Speed Time	Shutter Speed Angle	Iris F	White Balance	White Balance Mode	Foc. Pos. fr. Image Plane	EI	Exposure Mode	Capture FPS	Capture Gamma Equation	lens_name	Lens Mount	Audio Format	User TC Pref	User Action Guide Width	User Action Guide Topleft Y	User Action Guide Topleft X	User Action Guide Height	User Action Guide Enabled	Shutter fraction	Shutter degree	Sensor OLPF Name	Sensor OLPF Interchangeable	Sensor Name	Sensor ID	Resolution Format Name	Reel ID Full	Reel ID 8 Character	REDCODE	record_framerate_numerator	record_framerate_denominator	Record Framerate	Original Filename	monitor_sharpness	Media Serial Number	TimeStamp	Lens Aperture Units	Jamsync setting	iso_calibration_version	FrameWidth	FrameHeight	HDR Mode	GMT Time	GMT Date	Genlock setting	Frame Guide Width	Frame Guide Topleft Y	Frame Guide Topleft X	Frame Guide Height	Frame Guide Enabled	flip_vertical	flip_horizontal	Exposure time	exposure_adjust	Dropped Frame Count	clip_uuid	Clip	clip_default_color_version	camera_rotation_z	camera_rotation_y	camera_rotation_x	camera_position	Camera PIN	Camera Network Name	Camera Model ID	Camera Model	Camera firmware version	Camera Firmware Revision	camera_acceleration_z	camera_acceleration_y	camera_acceleration_x	Anamorphic Mode	Resolution	Filename	Original_End	Original_Start	Blue White Y	Blue White X	Blue Knee Y	Blue Knee X	Blue Mid Y	Blue Mid X	Blue Toe Y	Blue Toe X	Blue Black Y	Blue Black X	Green White Y	Green White X	Green Knee Y	Green Knee X	Green Mid Y	Green Mid X	Green Toe Y	Green Toe X	Green Black Y	Green Black X	Red White Y	Red White X	Red Knee Y	Red Knee X	Red Mid Y	Red Mid X	Red Toe Y	Red Toe X	Red Black Y	Red Black X	LGG Blue Gain	LGG Blue Gamma	LGG Blue Lift	LGG Green Gain	LGG Green Gamma	LGG Green Lift	LGG Red Gain	LGG Red Gamma	LGG Red Lift	Shadow	FLUT	Chroma Denoise	OLPF	Debayer detail	GammaSpace	ColorSpace	DRX	Tint	Kelvin	White Y	White X	Knee Y	Knee X	Mid Y	Mid X	Toe Y	Toe X	Black Y	Black X	Saturation	Exposure	GainRed	GainGreen	GainBlue	Contrast	Brightness	ISO	Source Setting	Clip ID	Comments	Image Size	Raster Dimension	Image Framing	Vendor Download Master	Vendor Invoice ID	Vendor Asset Status	Vendor Asset Keywords	Vendor Asset Description	Vendor Original Master	Vendor Asset Price	Vendor Asset Rights	Vendor Asset Name	Vendor Asset ID	Vendor URL	Vendor Name	Marker	S3D Alignment	S3D Eye Order	S3D InversionR	S3D Inversion	S3D Clip Name	S3D Group Name	S3D Channel	S3D Leading Eye	S3D Contributors	Color Transformation	Ancillary Data	Media File Path	Reformat	Pixel Aspect Ratio	Image Aspect Ratio	Chroma Subsampling	Color Space	Track Formats	Field Motion	AFD	Auxiliary TC5	ASC_SAT	ASC_SOP	IDataLink	Production	Journalist	Disk Label	TC 30NP	UNC Path	Transfer	Master Start	Master Film	Master End	Master Edge	Master Dur	LUT	KN Film	Ink Film	Ink Edge	Ink End	Frame Count Duration	Frame Count End	Frame Count Start	Ink Dur	VFX Reel	VFX	DPX	AuxInk Film	AuxInk End	AuxInk Edge	AuxInk Dur	Format	Video File Format	Aux TC 24	Cadence	TC 25PD	Audio Bit Depth	Audio File Format	TC 30	TC 24	TC 25	Modified Date	Audio SR	TapeID	Lock	Slip	Camera	Reel	Labroll	Shoot Date	Camroll	Auxiliary TC1	Soundroll	Reel #	Take	VITC	Scene	Plug-in	Video	Tape	Start	Sound TC	Tracks	Offline	Pullout	Project	Pullin	Auxiliary TC4	Mark OUT	KN Start	KN IN-OUT	KN Mark OUT	KN Dur	Mark IN	KN Mark IN	Perf	KN End	Film TC	IN-OUT	FPS	Auxiliary Ink	End	Ink Number	Drive	Duration	Creation Date	Auxiliary TC2	Frame	CFPS	Media Status	Auxiliary TC3	Source File	
OWEN FOR RESOLVE	FX60087.new.01	N:\BLINK\BLINK_WORLD_WAR TWO DECODED_NEARLINE\01_RUSHES\2024_07_08\WW2D_240708_FX6_Acam_006\XDROOT\Clip\	Other																																																																																																																																																													3840 x 2160	1920x1080p														   	NONE						MONO			Sony_S3C 1. SLog3-SG3.Cine to LC-709			Pillarbox/Letterbox	1.000	16:9	4:2:2	S-Log3 / S-Gamut3.Cine		Progressive								WW2D_240708_FX6_Acam_006														1660	1659	0									1080p/25			None		24	PCM				13/08/2024 08:32:16	48000	WW2D_240708_FX6_Acam_006	   														DNxHR LB (1920x1080)		15:03:47:03		V1 A1-8	V1 A1-8		BLINK_WWII DECODED_TECH							 103+12							25.00		15:04:53:13		BLINK_WW2 DECODED_MEDIA (W:)	00:01:06:10	12/08/2024 23:17:27			25.00			FX60087.MXF	
OWEN FOR RESOLVE	FX60041.new.01	N:\BLINK\BLINK_WORLD_WAR TWO DECODED_NEARLINE\01_RUSHES\2024_07_08\WW2D_240708_FX6_Acam_004\XDROOT\Clip\	Other																																																																																																																																																													3840 x 2160	1920x1080p														   	NONE						MONO			Sony_S3C 1. SLog3-SG3.Cine to LC-709			Pillarbox/Letterbox	1.000	16:9	4:2:2	S-Log3 / S-Gamut3.Cine		Progressive								WW2D_240708_FX6_Acam_004														316	315	0									1080p/25			None		24	PCM				13/08/2024 08:32:05	48000	WW2D_240708_FX6_Acam_004	   														DNxHR LB (1920x1080)		10:33:58:21		V1 A1-8	V1 A1-8		BLINK_WWII DECODED_TECH							  19+12							25.00		10:34:11:12		BLINK_WW2 DECODED_MEDIA (W:)	00:00:12:16	12/08/2024 20:30:21			25.00			FX60041.MXF	
OWEN FOR RESOLVE	FX60080.new.01	N:\BLINK\BLINK_WORLD_WAR TWO DECODED_NEARLINE\01_RUSHES\2024_07_08\WW2D_240708_FX6_Acam_004\XDROOT\Clip\	Other																																																																																																																																																													3840 x 2160	1920x1080p														   	NONE						MONO			Sony_S3C 1. SLog3-SG3.Cine to LC-709			Pillarbox/Letterbox	1.000	16:9	4:2:2	S-Log3 / S-Gamut3.Cine		Progressive								WW2D_240708_FX6_Acam_004														310	309	0									1080p/25			None		24	PCM				13/08/2024 08:32:05	48000	WW2D_240708_FX6_Acam_004	   														DNxHR LB (1920x1080)		11:15:23:12		V1 A1-8	V1 A1-8		BLINK_WWII DECODED_TECH							  19+06	11:15:34:04						25.00		11:15:35:22		BLINK_WW2 DECODED_MEDIA (W:)	00:00:12:10	12/08/2024 20:50:00			25.00			FX60080.MXF	
OWEN FOR RESOLVE	FX60056.new.01	N:\BLINK\BLINK_WORLD_WAR TWO DECODED_NEARLINE\01_RUSHES\2024_07_08\WW2D_240708_FX6_Acam_004\XDROOT\Clip\	Other																																																																																																																																																													3840 x 2160	1920x1080p														   	NONE						MONO			Sony_S3C 1. SLog3-SG3.Cine to LC-709			Pillarbox/Letterbox	1.000	16:9	4:2:2	S-Log3 / S-Gamut3.Cine		Progressive								WW2D_240708_FX6_Acam_004														1147	1146	0									1080p/25			None		24	PCM				13/08/2024 08:32:05	48000	WW2D_240708_FX6_Acam_004	   														DNxHR LB (1920x1080)		10:52:40:10		V1 A1-8	V1 A1-8		BLINK_WWII DECODED_TECH							  71+11							25.00		10:53:26:07		BLINK_WW2 DECODED_MEDIA (W:)	00:00:45:22	12/08/2024 20:37:56			25.00			FX60056.MXF	
OWEN FOR RESOLVE	FX60076.new.01	N:\BLINK\BLINK_WORLD_WAR TWO DECODED_NEARLINE\01_RUSHES\2024_07_08\WW2D_240708_FX6_Acam_004\XDROOT\Clip\	Other																																																																																																																																																													3840 x 2160	1920x1080p														   	NONE						MONO			Sony_S3C 1. SLog3-SG3.Cine to LC-709			Pillarbox/Letterbox	1.000	16:9	4:2:2	S-Log3 / S-Gamut3.Cine		Progressive								WW2D_240708_FX6_Acam_004														384	383	0									1080p/25			None		24	PCM				13/08/2024 08:32:05	48000	WW2D_240708_FX6_Acam_004	   														DNxHR LB (1920x1080)		11:12:00:20		V1 A1-8	V1 A1-8		BLINK_WWII DECODED_TECH							  24+00							25.00		11:12:16:04		BLINK_WW2 DECODED_MEDIA (W:)	00:00:15:09	12/08/2024 20:47:43			25.00			FX60076.MXF	
OWEN FOR RESOLVE	FX60052.new.01	N:\BLINK\BLINK_WORLD_WAR TWO DECODED_NEARLINE\01_RUSHES\2024_07_08\WW2D_240708_FX6_Acam_004\XDROOT\Clip\	Other																																																																																																																																																													3840 x 2160	1920x1080p														   	NONE						MONO			Sony_S3C 1. SLog3-SG3.Cine to LC-709			Pillarbox/Letterbox	1.000	16:9	4:2:2	S-Log3 / S-Gamut3.Cine		Progressive								WW2D_240708_FX6_Acam_004														737	736	0									1080p/25			None		24	PCM				13/08/2024 08:32:05	48000	WW2D_240708_FX6_Acam_004	   														DNxHR LB (1920x1080)		10:45:34:15		V1 A1-8	V1 A1-8		BLINK_WWII DECODED_TECH							  46+01							25.00		10:46:04:02		BLINK_WW2 DECODED_MEDIA (W:)	00:00:29:12	12/08/2024 20:35:32			25.00			FX60052.MXF	
OWEN FOR RESOLVE	FX60084.new.01	N:\BLINK\BLINK_WORLD_WAR TWO DECODED_NEARLINE\01_RUSHES\2024_07_08\WW2D_240708_FX6_Acam_004\XDROOT\Clip\	Other																																																																																																																																																													3840 x 2160	1920x1080p														   	NONE						MONO			Sony_S3C 1. SLog3-SG3.Cine to LC-709			Pillarbox/Letterbox	1.000	16:9	4:2:2	S-Log3 / S-Gamut3.Cine		Progressive								WW2D_240708_FX6_Acam_004														56617	56616	0									1080p/25			None		24	PCM				13/08/2024 08:32:05	48000	WW2D_240708_FX6_Acam_004	   														DNxHR LB (1920x1080)		12:19:40:14		V1 A1-8	V1 A1-8		BLINK_WWII DECODED_TECH							3538+09							25.00		12:57:25:06		BLINK_WW2 DECODED_MEDIA (W:)	00:37:44:17	12/08/2024 21:09:48			25.00			FX60084.MXF	
OWEN FOR RESOLVE	FX60043.new.01	N:\BLINK\BLINK_WORLD_WAR TWO DECODED_NEARLINE\01_RUSHES\2024_07_08\WW2D_240708_FX6_Acam_004\XDROOT\Clip\	Other																																																																																																																																																													3840 x 2160	1920x1080p														   	NONE						MONO			Sony_S3C 1. SLog3-SG3.Cine to LC-709			Pillarbox/Letterbox	1.000	16:9	4:2:2	S-Log3 / S-Gamut3.Cine		Progressive								WW2D_240708_FX6_Acam_004														522	521	0									1080p/25			None		24	PCM				13/08/2024 08:32:05	48000	WW2D_240708_FX6_Acam_004	   														DNxHR LB (1920x1080)		10:36:49:01		V1 A1-8	V1 A1-8		BLINK_WWII DECODED_TECH							  32+10							25.00		10:37:09:23		BLINK_WW2 DECODED_MEDIA (W:)	00:00:20:22	12/08/2024 20:30:54			25.00			FX60043.MXF	
OWEN FOR RESOLVE	FX60067.new.01	N:\BLINK\BLINK_WORLD_WAR TWO DECODED_NEARLINE\01_RUSHES\2024_07_08\WW2D_240708_FX6_Acam_004\XDROOT\Clip\	Other																																																																																																																																																													3840 x 2160	1920x1080p														   	NONE						MONO			Sony_S3C 1. SLog3-SG3.Cine to LC-709			Pillarbox/Letterbox	1.000	16:9	4:2:2	S-Log3 / S-Gamut3.Cine		Progressive								WW2D_240708_FX6_Acam_004														346	345	0									1080p/25			None		24	PCM				13/08/2024 08:32:05	48000	WW2D_240708_FX6_Acam_004	   														DNxHR LB (1920x1080)		11:04:54:19		V1 A1-8	V1 A1-8		BLINK_WWII DECODED_TECH							  21+10							25.00		11:05:08:15		BLINK_WW2 DECODED_MEDIA (W:)	00:00:13:21	12/08/2024 20:43:50			25.00			FX60067.MXF	
OWEN FOR RESOLVE	WW2D_240708_FX3_Bcam_004_C0019.new.01	N:\BLINK\BLINK_WORLD_WAR TWO DECODED_NEARLINE\01_RUSHES\2024_07_08\WW2D_240708_FX3_Bcam_004\M4ROOT\CLIP\	Other																																																																																																																																																													1920 x 1080	1920x1080p														   	NONE						MONO			Sony SLog3 (3D)			Pillarbox/Letterbox	1.000	16:9	4:2:2	[full range]		Progressive								WW2D_240708_FX3_Bcam_004														55860	55859	0									1080p/25			None		24	PCM				13/08/2024 08:31:55	48000	WW2D_240708_FX3_Bcam_004	   														DNxHR LB (1920x1080)		23:58:54:08		V1 A1-2	V1 A1-2		BLINK_WWII DECODED_TECH							3491+04	23:59:29:07						25.00		00:36:08:18		BLINK_WW2 DECODED_MEDIA (W:)	00:37:14:10	12/08/2024 18:12:47			25.00			WW2D_240708_FX3_Bcam_004_C0019.MP4	
OWEN FOR RESOLVE	WW2D_240708_FX3_Bcam_004_C0030.new.01	N:\BLINK\BLINK_WORLD_WAR TWO DECODED_NEARLINE\01_RUSHES\2024_07_08\WW2D_240708_FX3_Bcam_004\M4ROOT\CLIP\	Other																																																																																																																																																													1920 x 1080	1920x1080p														   	NONE						MONO			Levels scaling (full range to video levels); Sony_S3C 1. SLog3-SG3.Cine to LC-709			Pillarbox/Letterbox	1.000	16:9	4:2:2	[full range]		Progressive								WW2D_240708_FX3_Bcam_004														1500	1499	0									1080p/25			None		24	PCM				13/08/2024 08:31:54	48000	WW2D_240708_FX3_Bcam_004	   														DNxHR LB (1920x1080)		08:44:09:17		V1 A1-2	V1 A1-2		BLINK_WWII DECODED_TECH							  93+12	08:44:47:01						25.00		08:45:09:17		BLINK_WW2 DECODED_MEDIA (W:)	00:01:00:00	12/08/2024 20:21:07			25.00			WW2D_240708_FX3_Bcam_004_C0030.MP4	
OWEN FOR RESOLVE	WW2D_240708_FX3_Bcam_004_C0033.new.01	N:\BLINK\BLINK_WORLD_WAR TWO DECODED_NEARLINE\01_RUSHES\2024_07_08\WW2D_240708_FX3_Bcam_004\M4ROOT\CLIP\	Other																																																																																																																																																													1920 x 1080	1920x1080p														   	NONE						MONO			Levels scaling (full range to video levels); Sony_S3C 1. SLog3-SG3.Cine to LC-709			Pillarbox/Letterbox	1.000	16:9	4:2:2	[full range]		Progressive								WW2D_240708_FX3_Bcam_004														7764	7763	0									1080p/25			None		24	PCM				13/08/2024 08:31:54	48000	WW2D_240708_FX3_Bcam_004	   														DNxHR LB (1920x1080)		08:50:59:03		V1 A1-2	V1 A1-2		BLINK_WWII DECODED_TECH							 485+04							25.00		08:56:09:17		BLINK_WW2 DECODED_MEDIA (W:)	00:05:10:14	12/08/2024 20:23:21			25.00			WW2D_240708_FX3_Bcam_004_C0033.MP4	
OWEN FOR RESOLVE	WW2D_240708_FX3_Bcam_004_C0035.new.01	N:\BLINK\BLINK_WORLD_WAR TWO DECODED_NEARLINE\01_RUSHES\2024_07_08\WW2D_240708_FX3_Bcam_004\M4ROOT\CLIP\	Other																																																																																																																																																													1920 x 1080	1920x1080p														   	NONE						MONO			Levels scaling (full range to video levels); Sony_S3C 1. SLog3-SG3.Cine to LC-709			Pillarbox/Letterbox	1.000	16:9	4:2:2	[full range]		Progressive								WW2D_240708_FX3_Bcam_004														7092	7091	0									1080p/25			None		24	PCM				13/08/2024 08:31:54	48000	WW2D_240708_FX3_Bcam_004	   														DNxHR LB (1920x1080)		09:47:59:07		V1 A1-2	V1 A1-2		BLINK_WWII DECODED_TECH							 443+04	09:51:34:01						25.00		09:52:42:24		BLINK_WW2 DECODED_MEDIA (W:)	00:04:43:17	12/08/2024 19:35:34			25.00			WW2D_240708_FX3_Bcam_004_C0035.MP4	
OWEN FOR RESOLVE	WW2D_240708_FX3_Bcam_004_C0024.new.01	N:\BLINK\BLINK_WORLD_WAR TWO DECODED_NEARLINE\01_RUSHES\2024_07_08\WW2D_240708_FX3_Bcam_004\M4ROOT\CLIP\	Other																																																																																																																																																													1920 x 1080	1920x1080p														   	NONE						MONO			Levels scaling (full range to video levels); Sony_S3C 1. SLog3-SG3.Cine to LC-709			Pillarbox/Letterbox	1.000	16:9	4:2:2	[full range]		Progressive								WW2D_240708_FX3_Bcam_004														3600	3599	0									1080p/25			None		24	PCM				13/08/2024 08:31:54	48000	WW2D_240708_FX3_Bcam_004	   														DNxHR LB (1920x1080)		05:21:42:12		V1 A1-2	V1 A1-2		BLINK_WWII DECODED_TECH							 225+00							25.00		05:24:06:12		BLINK_WW2 DECODED_MEDIA (W:)	00:02:24:00	12/08/2024 20:22:16			25.00			WW2D_240708_FX3_Bcam_004_C0024.MP4	
OWEN FOR RESOLVE	WW2D_240708_FX3_Bcam_004_C0021.new.01	N:\BLINK\BLINK_WORLD_WAR TWO DECODED_NEARLINE\01_RUSHES\2024_07_08\WW2D_240708_FX3_Bcam_004\M4ROOT\CLIP\	Other																																																																																																																																																													1920 x 1080	1920x1080p														   	NONE						MONO			Sony_S3C 1. SLog3-SG3.Cine to LC-709			Pillarbox/Letterbox	1.000	16:9	4:2:2	[full range]		Progressive								WW2D_240708_FX3_Bcam_004														56784	56783	0									1080p/25			None		24	PCM				13/08/2024 08:31:54	48000	WW2D_240708_FX3_Bcam_004	   														DNxHR LB (1920x1080)		02:30:27:07		V1 A1-2	V1 A1-2		BLINK_WWII DECODED_TECH			02:45:34:18		   0+01		3549+00	02:45:34:17					       0:01	25.00		03:08:18:16		BLINK_WW2 DECODED_MEDIA (W:)	00:37:51:09	12/08/2024 18:46:55			25.00			WW2D_240708_FX3_Bcam_004_C0021.MP4	
OWEN FOR RESOLVE	WW2D_240708_FX3_Bcam_004_C0028.new.01	N:\BLINK\BLINK_WORLD_WAR TWO DECODED_NEARLINE\01_RUSHES\2024_07_08\WW2D_240708_FX3_Bcam_004\M4ROOT\CLIP\	Other																																																																																																																																																													1920 x 1080	1920x1080p														   	NONE						MONO			Levels scaling (full range to video levels); Sony_S3C 1. SLog3-SG3.Cine to LC-709			Pillarbox/Letterbox	1.000	16:9	4:2:2	[full range]		Progressive								WW2D_240708_FX3_Bcam_004														1536	1535	0									1080p/25			None		24	PCM				13/08/2024 08:31:54	48000	WW2D_240708_FX3_Bcam_004	   														DNxHR LB (1920x1080)		08:06:03:19		V1 A1-2	V1 A1-2		BLINK_WWII DECODED_TECH							  96+00							25.00		08:07:05:05		BLINK_WW2 DECODED_MEDIA (W:)	00:01:01:11	12/08/2024 20:23:02			25.00			WW2D_240708_FX3_Bcam_004_C0028.MP4	
OWEN FOR RESOLVE	WW2D_240708_FX3_Bcam_004_C0029.new.01	N:\BLINK\BLINK_WORLD_WAR TWO DECODED_NEARLINE\01_RUSHES\2024_07_08\WW2D_240708_FX3_Bcam_004\M4ROOT\CLIP\	Other																																																																																																																																																													1920 x 1080	1920x1080p														   	NONE						MONO			Levels scaling (full range to video levels); Sony_S3C 1. SLog3-SG3.Cine to LC-709			Pillarbox/Letterbox	1.000	16:9	4:2:2	[full range]		Progressive								WW2D_240708_FX3_Bcam_004														10008	10007	0									1080p/25			None		24	PCM				13/08/2024 08:31:55	48000	WW2D_240708_FX3_Bcam_004	   														DNxHR LB (1920x1080)		08:07:55:22		V1 A1-2	V1 A1-2		BLINK_WWII DECODED_TECH							 625+08	08:10:13:02						25.00		08:14:36:05		BLINK_WW2 DECODED_MEDIA (W:)	00:06:40:08	12/08/2024 18:33:32			25.00			WW2D_240708_FX3_Bcam_004_C0029.MP4	
OWEN FOR RESOLVE	FX60005.new.01	N:\BLINK\BLINK_WORLD_WAR TWO DECODED_NEARLINE\01_RUSHES\2024_07_07\WW2D_240707_FX6_Acam_001\XDROOT\Clip\	Other																																																																																																																																																													3840 x 2160	1920x1080p														   	NONE						MONO			Sony_S3C 1. SLog3-SG3.Cine to LC-709			Pillarbox/Letterbox	1.000	16:9	4:2:2	S-Log3 / S-Gamut3.Cine		Progressive								WW2D_240707_FX6_Acam_001														781	780	0									1080p/25			None		24	PCM				13/08/2024 08:22:12	48000	WW2D_240707_FX6_Acam_001	   														DNxHR LB (1920x1080)		23:26:30:11		V1 A1-8	V1 A1-8		BLINK_WWII DECODED_TECH							  48+13							25.00		23:27:01:17		BLINK_WW2 DECODED_MEDIA (W:)	00:00:31:06	12/08/2024 17:57:55			25.00			FX60005.MXF	
OWEN FOR RESOLVE	FX60020.new.01	N:\BLINK\BLINK_WORLD_WAR TWO DECODED_NEARLINE\01_RUSHES\2024_07_07\WW2D_240707_FX6_Acam_001\XDROOT\Clip\	Other																																																																																																																																																													3840 x 2160	1920x1080p														   	NONE						MONO			Sony_S3C 1. SLog3-SG3.Cine to LC-709			Pillarbox/Letterbox	1.000	16:9	4:2:2	S-Log3 / S-Gamut3.Cine		Progressive								WW2D_240707_FX6_Acam_001														595	594	0									1080p/25			None		24	PCM				13/08/2024 08:22:12	48000	WW2D_240707_FX6_Acam_001	   														DNxHR LB (1920x1080)		23:41:57:08		V1 A1-8	V1 A1-8		BLINK_WWII DECODED_TECH							  37+03							25.00		23:42:21:03		BLINK_WW2 DECODED_MEDIA (W:)	00:00:23:20	12/08/2024 18:00:52			25.00			FX60020.MXF	
OWEN FOR RESOLVE	FX60025.new.01	N:\BLINK\BLINK_WORLD_WAR TWO DECODED_NEARLINE\01_RUSHES\2024_07_07\WW2D_240707_FX6_Acam_001\XDROOT\Clip\	Other																																																																																																																																																													3840 x 2160	1920x1080p														   	NONE						MONO			Sony_S3C 1. SLog3-SG3.Cine to LC-709			Pillarbox/Letterbox	1.000	16:9	4:2:2	S-Log3 / S-Gamut3.Cine		Progressive								WW2D_240707_FX6_Acam_001														305	304	0									1080p/25			None		24	PCM				13/08/2024 08:22:12	48000	WW2D_240707_FX6_Acam_001	   														DNxHR LB (1920x1080)		23:45:26:15		V1 A1-8	V1 A1-8		BLINK_WWII DECODED_TECH							  19+01	23:45:32:24						25.00		23:45:38:20		BLINK_WW2 DECODED_MEDIA (W:)	00:00:12:05	12/08/2024 18:01:39			25.00			FX60025.MXF	
OWEN FOR RESOLVE	WW2D_ARC_211_S_FINDAGRAVE_Jean-Marie-Loret.jpeg	J:\STILLS\Loret\	   																																																																																																																																																													1920 x 1080	1920x1080p														   	NONE						MONO						Stretch	1.000	16:9	4:2:2	Rec.709 [video levels]		Progressive										J:\STILLS\Loret\WW2D_ARC_211_S_FINDAGRAVE_Jean-Marie-Loret.jpeg												750	749	0									1080p/25			None							02/10/2024 15:29:59			   														DNxHD LB (HD1080p)		01:00:00:00		V1	V1		BLINK_WWII_DECODED_EDIT01							  46+14							25.00		01:00:30:00		BLINK_WW2 DECODED_RENDER (T:)	00:00:30:00	02/10/2024 15:29:59			25.00			WW2D_ARC_211_S_FINDAGRAVE_Jean-Marie-Loret.jpeg	
OWEN FOR RESOLVE	WW2D_ARC_236_S_FINDAGRAVE_Newspaperclipping-Loret-unknown	J:\STILLS\Loret\	   																																																																																																																																																													1920 x 1080	1920x1080p														   	NONE						MONO						Stretch	1.000	16:9	4:2:2	Rec.709 [video levels]		Progressive										J:\STILLS\Loret\WW2D_ARC_236_S_FINDAGRAVE_Newspaperclipping-Loret-unknown.jpeg												750	749	0									1080p/25			None							03/10/2024 15:26:58			   														DNxHD LB (HD1080p)		01:00:00:00		V1	V1		BLINK_WWII_DECODED_EDIT01							  46+14							25.00		01:00:30:00		BLINK_WW2 DECODED_RENDER (T:)	00:00:30:00	01/10/2024 11:57:31			25.00			WW2D_ARC_236_S_FINDAGRAVE_Newspaperclipping-Loret-unknown.jpeg	
OWEN FOR RESOLVE	dna_-_graphics (1080p).new.01	J:\GFX\TEMP\	   																																																																																																																																																													1920 x 1080	1920x1080p														   	NONE						MONO						Pillarbox/Letterbox	1.000	16:9	4:2:2	Rec.709 [video levels]		Progressive																						956	955	0									1080p/23.976			None		24	PCM				18/10/2024 15:26:34	48000		   														DNxHR LB (1920x1080)		00:00:00:00		V1 A1-2	V1 A1-2		BLINK_WWII_DECODED_EDIT01							  59+12	00:00:27:14						23.98		00:00:39:20		BLINK_WW2 DECODED_RENDER (T:)	00:00:39:20	17/10/2024 10:40:56			23.98			dna_-_graphics (1080p).mp4	
OWEN FOR RESOLVE	022565454-world-war-1-civillians-cheer.new.01	\\10.10.1.195\nearline\BLINK\BLINK_WW2 DECODED_NEARLINE\02_ARCHIVE\2025_04_27\	   																																																																																																																																																													787 x 576	1920x1080p														   	NONE						MONO						Pillarbox/Letterbox	0.769	1.37:1	4:2:2	Rec.709 [full range]		Progressive																						230	229	0									1080p/25			None							21/05/2025 11:56:38			   														DNxHR LB (1920x1080)		00:06:54:14		V1	V1		BLINK_WWII_DECODED_EDIT01							  14+06							25.00		00:07:03:19		BLINK_WW2 DECODED_RENDER (T:)	00:00:09:05	27/04/2025 13:47:54			25.00			022565454-world-war-1-civillians-cheer.mov	
OWEN FOR RESOLVE	077855303-1919-unrest-germany-1919.new.01	\\10.10.1.195\nearline\BLINK\BLINK_WW2 DECODED_NEARLINE\02_ARCHIVE\2025_04_27\	   																																																																																																																																																													1440 x 1080	1920x1080p	source cropped													   	NONE						MONO						Pillarbox/Letterbox	0.750	4:3	4:2:2	Rec.709 [video levels]	Stereo: A1A2	Progressive																						594	593	0									1080p/25			None		24	PCM				21/05/2025 11:56:38	48000		   														DNxHR LB (1920x1080)		00:03:50:12		V1 A1-2	V1 A1-2		BLINK_WWII_DECODED_EDIT01			00:04:13:23		  10+01		  37+02	00:04:07:12					       6:11	25.00		00:04:14:06		BLINK_WW2 DECODED_RENDER (T:)	00:00:23:19	27/04/2025 13:47:35			25.00			077855303-1919-unrest-germany-1919.mov	
OWEN FOR RESOLVE	084760338-1945-fighting-ends-1918-german.new.01	\\10.10.1.195\nearline\BLINK\BLINK_WW2 DECODED_NEARLINE\02_ARCHIVE\2025_04_27\	   																																																																																																																																																													1920 x 1080	1920x1080p														   	NONE						MONO						Pillarbox/Letterbox	1.000	16:9	4:2:2	Rec.709 [video levels]		Progressive																						2638	2637	0									1080p/24			None		24	PCM				21/05/2025 11:56:38	48000		   														DNxHR LB (1920x1080)		00:00:00:00		V1 A1-2	V1 A1-2		BLINK_WWII_DECODED_EDIT01			00:01:42:15		  19+09		 164+14	00:01:29:14					      13:01	24.00		00:01:49:22		BLINK_WW2 DECODED_RENDER (T:)	00:01:49:22	27/04/2025 13:46:45			24.00			084760338-1945-fighting-ends-1918-german.mov	
OWEN FOR RESOLVE	WW2D_ARC_067_M_Getty_1462225449_Soviet-Forces-Entering-Berlin-1945.new.01	\\10.10.1.195\nearline\BLINK\BLINK_WW2 DECODED_NEARLINE\02_ARCHIVE\2024_09_25\240925 WW2D ARCHIVE INGEST\Berlin\Berlin Russian American invasion\	   																																																																																																																																																													4096 x 2304	1920x1080p														   	NONE						MONO						Pillarbox/Letterbox	1.000	16:9	4:2:2	Rec.709 [video levels]	Stereo: A1A2	Progressive								Berlin Russian American invasion														314	313	0									1080p/24			None		24	PCM				21/05/2025 11:56:38	48000	Berlin Russian American invasion	   														DNxHR LB (1920x1080)		00:00:00:00		V1 A1-2	V1 A1-2		BLINK_WWII DECODED_TECH			00:00:13:01		  19+09		  19+10	00:00:00:00					      13:01	24.00		00:00:13:02		BLINK_WW2 DECODED_MEDIA (W:)	00:00:13:02	25/09/2024 17:29:42			24.00			WW2D_ARC_067_M_Getty_1462225449_Soviet-Forces-Entering-Berlin-1945.mov	
